spine_rank	module	id	token_count	char_count	statement
5	delta_energy_decision_mdl	S-0577	8	66	Delta-Energy falsifier is off-eligibility phase or amplitude edit.
5	delta_energy_decision_mdl	S-0578	16	129	Delta-Energy falsifier is RG inversion where higher-order cover has lower post-pooling Delta-Energy than accepted low-order lock.
5	delta_energy_decision_mdl	S-0579	9	74	Delta-Energy falsifier is H-infinity portability break at claimed minimum.
5	delta_energy_decision_mdl	S-0580	10	71	Any Delta-Energy falsifier routes to Theta with annotated ledger slice.
5	delta_energy_decision_mdl	S-0581	14	100	Methods must declare alpha, lambda_k, gamma, delta, hinge bands, hazard cap, and eligibility policy.
5	delta_energy_decision_mdl	S-0582	12	75	Methods must quantize hats at 3DL and initialize projector from MDL roster.
5	delta_energy_decision_mdl	S-0583	18	106	Methods must run gated SHR sequence Frequency then Phase then Amplitude then Space with one snap per axis.
5	delta_energy_decision_mdl	S-0584	15	92	Methods must record receipts R1 through R5 each window and early-exit to Theta on violation.
5	delta_energy_decision_mdl	S-0585	12	82	Methods must finish with Delta-Subtractive and E4 and run H-infinity when locking.
5	delta_energy_decision_mdl	S-0586	9	56	Methods must publish energy trace with seeds and hashes.
5	delta_energy_decision_mdl	S-0587	13	99	Delta-Energy plain-language rule is legal moves only decrease fuel gauge; red-light states abstain.
5	delta_energy_decision_mdl	S-0588	8	56	Collapse is relaxation that is auditable and replayable.
5	delta_energy_decision_mdl	S-0589	10	72	MDL prior maps directly to Delta-Energy order and brittleness penalties.
5	delta_energy_decision_mdl	S-0590	9	69	Minimizing MDL under guards is equivalent to descending Delta-Energy.
5	delta_energy_decision_mdl	S-0591	7	63	Omega-Sieve pruning is contractive under MDL-compliant descent.
5	delta_energy_decision_mdl	S-0592	7	65	Hazard decreases under MDL-compliant lower-order smoother fields.
5	delta_energy_decision_mdl	S-0593	8	53	Non-compliant edits raise hazard and must be refused.
5	delta_energy_decision_mdl	S-0594	9	68	Space edits must satisfy MDL decrease and Delta-Energy non-increase.
5	delta_energy_decision_mdl	S-0595	9	67	Phase and amplitude edits must reduce brittleness and Delta-Energy.
5	delta_energy_decision_mdl	S-0596	13	69	If higher MDL cost candidate wins, route to Theta RG/LOW or Lyapunov.
5	delta_energy_decision_mdl	S-0597	12	98	MDL-energy receipts require non-positive order and brittleness line-item deltas on accepted moves.
5	delta_energy_decision_mdl	S-0598	11	87	Omega report must show frontier shrinkage or non-expansion after MDL-compliant pruning.
5	delta_energy_decision_mdl	S-0599	9	74	Hazard overlay must be non-increasing across accepted MDL-compliant edits.
5	delta_energy_decision_mdl	S-0600	11	87	MDL-energy guard requires one-snap, open eligibility, fixed bands, and 3DL-only values.
5	delta_energy_decision_mdl	S-0601	11	95	MDL-energy falsifier F1 is accepted higher-order cover despite in-band lower-order alternative.
5	delta_energy_decision_mdl	S-0602	10	73	MDL-energy falsifier F2 is accepted edit with positive brittleness delta.
5	delta_energy_decision_mdl	S-0603	11	81	MDL-energy falsifier F3 is non-contractive Omega frontier after claimed MDL step.
5	delta_energy_decision_mdl	S-0604	11	79	MDL-energy falsifier F4 is hazard cap breach during claimed MDL-improving edit.
5	delta_energy_decision_mdl	S-0605	10	77	MDL-energy plain-language rule is simple and sturdy equals lawful relaxation.
5	delta_energy_decision_mdl	S-0606	14	96	Refusal-Abstention Decision Card maps L, sigma_phi^2, and terminal Delta-Energy to one CPL exit.
5	delta_energy_decision_mdl	S-0607	10	91	Decision card exits are Corridor-to-Soliton lock, Corridor-Only, Cavitation, or Abstention.
5	delta_energy_decision_mdl	S-0608	14	82	Decision card runs on CRL/3DL hats with bands, hazard gates, timers, and one-snap.
5	delta_energy_decision_mdl	S-0609	15	90	Luminality L is open iff eligibility is sustained and hazard stays below cap over horizon.
5	delta_energy_decision_mdl	S-0610	6	33	Luminality L closed means L <= 0.
5	delta_energy_decision_mdl	S-0611	13	93	Phase variance input is windowed residual variance with threshold sigma_phi^2 <= sigma_max^2.
5	delta_energy_decision_mdl	S-0612	10	76	Terminal Delta-Energy is E_end - E_start with zero-band tolerance epsilon_E.
5	delta_energy_decision_mdl	S-0613	7	57	Lawful edited windows require terminal Delta-Energy <= 0.
5	delta_energy_decision_mdl	S-0614	14	95	Decision card constants are sigma_max^2, epsilon_E, H_c, horizon H, and settle timer W_epsilon.
5	delta_energy_decision_mdl	S-0615	14	123	Corridor-to-Soliton requires L open, phase variance in-band, Delta-Energy non-positive, and separate commit receipts green.
5	delta_energy_decision_mdl	S-0616	13	87	If commit receipts are not all green under corridor conditions, route to Corridor-Only.
5	delta_energy_decision_mdl	S-0617	9	71	Corridor-Only allows transport without commit and keeps transport keys.
5	delta_energy_decision_mdl	S-0618	9	63	Cavitation triggers when L open and phase variance out-of-band.
5	delta_energy_decision_mdl	S-0619	9	72	Cavitation triggers when any edit has terminal Delta-Energy > epsilon_E.
5	delta_energy_decision_mdl	S-0620	9	76	Cavitation triggers on eligibility flip with positive terminal Delta-Energy.
5	delta_energy_decision_mdl	S-0621	13	91	Cavitation action is demotion, reversible undo, and Theta witness at earliest failing gate.
5	delta_energy_decision_mdl	S-0622	10	70	Abstention triggers when L closed regardless of other action legality.
5	delta_energy_decision_mdl	S-0623	14	81	With L closed, phase and amplitude edits are illegal and hold/refuse is required.
5	delta_energy_decision_mdl	S-0624	6	32	Decision card has no fifth exit.
5	delta_energy_decision_mdl	S-0625	10	63	Score-pass but guard-fail must route to Theta at earliest gate.
5	delta_energy_decision_mdl	S-0626	9	67	Decision card template logs inputs, routing, and attached receipts.
5	delta_energy_decision_mdl	S-0627	9	70	Decision card receipts include timer satisfaction and hazard timeline.
5	delta_energy_decision_mdl	S-0628	9	62	Decision card receipts include phase variance method and band.
5	delta_energy_decision_mdl	S-0629	10	72	Decision card receipts include Delta-Energy ledger slice and line items.
5	delta_energy_decision_mdl	S-0630	13	117	Corridor-to-Soliton decisions must attach commit receipts including slope-1 mirrors, quick subtractions, and pooling.
5	delta_energy_decision_mdl	S-0631	10	76	Decision card admissibility requires single 3DL quantization pass on inputs.
5	delta_energy_decision_mdl	S-0632	8	49	Any snap resets W_epsilon and restarts horizon H.
5	delta_energy_decision_mdl	S-0633	5	33	One-snap rule applies per window.
5	delta_energy_decision_mdl	S-0634	12	101	Decision card cannot overrule E-audits, Bands, Delta-Subtractive, E4, or H-infinity during promotion.
5	delta_energy_decision_mdl	S-0635	10	70	Decision card falsifier is ungated phase-amplitude edit with L closed.
5	delta_energy_decision_mdl	S-0636	12	96	Decision card falsifier is accepted corridor/lock window with terminal Delta-Energy > epsilon_E.
5	delta_energy_decision_mdl	S-0637	10	79	Decision card falsifier is phase variance out-of-band without cavitation route.
5	delta_energy_decision_mdl	S-0638	12	78	Decision card falsifier is action before W_epsilon settle or horizon H elapse.
5	delta_energy_decision_mdl	S-0639	14	94	Decision card falsifier is mid-run drift of sigma_max^2 or epsilon_E without version revision.
5	delta_energy_decision_mdl	S-0640	9	66	Any decision-card falsifier routes to Theta with snapshot witness.
5	delta_energy_decision_mdl	S-0641	8	69	Decision-card methods must declare constants and tolerance signature.
5	delta_energy_decision_mdl	S-0642	15	106	Decision-card methods must quantize hats and compute L, sigma_phi^2, and terminal Delta-Energy per window.
5	delta_energy_decision_mdl	S-0643	14	91	Decision-card methods must apply routing table and tag exit with timer and hazard overlays.
5	delta_energy_decision_mdl	S-0644	16	118	Decision-card methods must run commit receipts for corridor-to-soliton and otherwise keep keys or issue Theta witness.
5	delta_energy_decision_mdl	S-0645	11	91	Decision-card methods must publish card snapshots at decision points with chain-of-custody.
5	delta_energy_decision_mdl	S-0646	13	110	Decision-card plain-language rule is red light abstain, green-plus-steady relax corridor, guard fail cavitate.
5	delta_energy_decision_mdl	S-0647	11	83	MDL is the minimum description length bias for low-order low-brittleness structure.
5	delta_energy_decision_mdl	S-0648	11	83	MDL prefers shorter integer descriptions that raise harmony and reduce brittleness.
5	delta_energy_decision_mdl	S-0649	6	27	Pairwise order cost is p+q.
5	delta_energy_decision_mdl	S-0650	8	48	N-way order cost is sum of component magnitudes.
5	delta_energy_decision_mdl	S-0651	6	38	Lower order means shorter code length.
5	delta_energy_decision_mdl	S-0652	15	107	MDL quality identity requires negative thinning slope of log|Khat| versus order after detune normalization.
5	delta_energy_decision_mdl	S-0653	9	67	MDL aggregation weights can use inverse order weighting normalized.
5	delta_energy_decision_mdl	S-0654	8	66	MDL operationalizes LOW and rejects brittle high-order lookalikes.
5	delta_energy_decision_mdl	S-0655	6	43	MDL-limited search is finite and beam-safe.
5	delta_energy_decision_mdl	S-0656	12	81	N-way emergent claims require stronger MDL and causal tests than pairwise covers.
5	delta_energy_decision_mdl	S-0657	10	70	Candidate generation enumerates integer vectors up to order cap o_max.
5	delta_energy_decision_mdl	S-0658	9	50	Candidate generation keeps top beam B by MDL rank.
5	delta_energy_decision_mdl	S-0659	11	73	Per-window ranking uses detune-normalized K then low zeta then low order.
5	delta_energy_decision_mdl	S-0660	10	75	Acceptance replaces any accepted lock if stronger lower-order cover exists.
5	delta_energy_decision_mdl	S-0661	6	58	Acceptance rejects candidates without significant synergy.
5	delta_energy_decision_mdl	S-0662	11	81	Leadership handoff requires hysteresis, MDL_ok, and E3 evidence at higher levels.
5	delta_energy_decision_mdl	S-0663	14	114	RG persistence requires low-order persistence under x2 pooling and demotion when higher-order outruns lower-order.
5	delta_energy_decision_mdl	S-0664	12	66	Space bridges are legal only when they reduce order or lower zeta.
5	delta_energy_decision_mdl	S-0665	8	51	No higher-order addition is legal without MDL gain.
5	delta_energy_decision_mdl	S-0666	14	95	Emergent composites must beat all pairwise marginals or strictly reduce order while raising H*.
5	delta_energy_decision_mdl	S-0667	5	41	Otherwise emergent composites are pruned.
5	delta_energy_decision_mdl	S-0668	10	69	Reports must include order sets, thinning plots, and pooled verdicts.
5	delta_energy_decision_mdl	S-0669	12	86	MDL evidence includes formal quality identity tests and explicit overfit failure mode.
5	delta_energy_decision_mdl	S-0670	11	98	Pseudocode evidence includes MDL ranking, lower-order replacement, and RG persistence enforcement.
5	delta_energy_decision_mdl	S-0671	12	85	Objective aggregation S* includes MDL-weighted |K| alongside Z, chi2, and D_KL terms.
5	delta_energy_decision_mdl	S-0672	8	56	MDL falsifier is no thinning after detune normalization.
5	delta_energy_decision_mdl	S-0673	13	103	MDL falsifier is composite inversion where composite survives but lower-order subset dies post-pooling.
5	delta_energy_decision_mdl	S-0674	11	64	MDL falsifier is higher-order tie not pruned under E3/E4 parity.
5	delta_energy_decision_mdl	S-0675	8	59	Raw K maximization can reward brittle high-order illusions.
5	delta_energy_decision_mdl	S-0676	13	85	MDL aligns selection with LOW and RG persistence by penalizing order and brittleness.
5	delta_energy_decision_mdl	S-0677	10	71	MDL policy constants are canonical and explicit, avoiding hidden knobs.
5	delta_energy_decision_mdl	S-0678	9	51	Methods must declare o_max, beam B, and weight law.
5	delta_energy_decision_mdl	S-0679	12	70	Methods must rank and cut by detune-normalized K, low zeta, low order.
5	delta_energy_decision_mdl	S-0680	8	63	Methods must enforce synergy and lower-order cover replacement.
5	delta_energy_decision_mdl	S-0681	14	91	Methods must enforce leadership handoff guard with MDL_ok, hysteresis, and E3 if level>=L3.
5	delta_energy_decision_mdl	S-0682	12	82	Methods must publish thinning plots, x2 pooling verdicts, and survivor order sets.
5	delta_energy_decision_mdl	S-0683	17	104	MDL plain-language rule is shorter stable story wins; fancy composite must beat simpler cover or be cut.
6	dyadic_ladder_e0e4	S-0385	14	98	The Dyadic Ladder is a fixed x2 coarse-graining schedule for evidence, control, and falsification.
6	dyadic_ladder_e0e4	S-0386	20	106	At each dyadic level, hats are pooled by powers of two and decisions are replayed on the same 3DL lattice.
6	dyadic_ladder_e0e4	S-0387	13	94	Lawful structure must thin with order under dyadic pooling while low-order structure persists.
6	dyadic_ladder_e0e4	S-0388	15	124	The Dyadic Ladder powers off-ratio tests, RG E4 persistence checks, corridor-filament assembly, and Omega-Sieve propagation.
6	dyadic_ladder_e0e4	S-0389	9	45	Dyadic levels are indexed as L = {0,1,2,...}.
6	dyadic_ladder_e0e4	S-0390	16	84	Level ell+1 is formed by x2 pooling from level ell on the declared independent axis.
6	dyadic_ladder_e0e4	S-0391	6	47	Pooling uses declared boundary handling policy.
6	dyadic_ladder_e0e4	S-0392	9	44	Pooling operator is x^(ell+1) = P2(x^(ell)).
6	dyadic_ladder_e0e4	S-0393	11	66	Reducer P2 must be declared and used consistently per meter class.
6	dyadic_ladder_e0e4	S-0394	7	49	All levelwise computations are performed on hats.
6	dyadic_ladder_e0e4	S-0395	9	65	Each level applies one 3DL re-quantization pass before decisions.
6	dyadic_ladder_e0e4	S-0396	11	58	At each level the same Gate, Bands, and Audits are re-run.
6	dyadic_ladder_e0e4	S-0397	9	56	Level decisions return PASS (lock or corridor) or Theta.
6	dyadic_ladder_e0e4	S-0398	8	53	Dyadic motivation is RG reality check under zoom-out.
6	dyadic_ladder_e0e4	S-0399	15	130	Dyadic motivation includes unified control axis for E4, corridor-filament certification, transport keys, and off-ratio falsifiers.
6	dyadic_ladder_e0e4	S-0400	8	62	Fixed x2 schedule removes smoothing-choice degrees of freedom.
6	dyadic_ladder_e0e4	S-0401	12	67	GML Gate step computes hats and quantizes at 3DL for current level.
6	dyadic_ladder_e0e4	S-0402	11	64	GML Gate step checks eligibility epsilon > 0 and hazard H < H_c.
6	dyadic_ladder_e0e4	S-0403	8	56	GML Gate step declares dyadic off-ratio detune schedule.
6	dyadic_ladder_e0e4	S-0404	10	57	GML Merge step applies SHR with one-snap and guard rules.
6	dyadic_ladder_e0e4	S-0405	12	77	GML Merge step enforces phase corridor, bounded amplitude, and LOW for space.
6	dyadic_ladder_e0e4	S-0406	13	95	GML Merge step produces slope-1 receipts, mute checks, symmetry checks, and corridor extension.
6	dyadic_ladder_e0e4	S-0407	11	60	GML Lock-RG step pools by P2 to next level and re-quantizes.
6	dyadic_ladder_e0e4	S-0408	9	62	GML Lock-RG step re-runs receipts and measures order thinning.
6	dyadic_ladder_e0e4	S-0409	15	95	Expected dyadic thinning satisfies E[Z_r(ell+1)] <= E[Z_r(ell)] with negative order derivative.
6	dyadic_ladder_e0e4	S-0410	8	46	Survivors must form a down-set in order space.
6	dyadic_ladder_e0e4	S-0411	11	55	If order r survives then all r' <= r must also survive.
6	dyadic_ladder_e0e4	S-0412	16	86	If lower order beats promoted higher order at any level, demote to lower order by LOW.
6	dyadic_ladder_e0e4	S-0413	9	50	If guards are broken under replay, route to Theta.
6	dyadic_ladder_e0e4	S-0414	20	138	Dyadic evidence payload includes per-level table of eligibility, hazard, hinge slope beta, R^2, mirror pass, detune profile, and decision.
6	dyadic_ladder_e0e4	S-0415	8	62	Dyadic evidence payload includes thinning plots across levels.
6	dyadic_ladder_e0e4	S-0416	11	96	Dyadic evidence payload includes survivor staircase with demotions and lower-order replacements.
6	dyadic_ladder_e0e4	S-0417	10	79	Dyadic evidence payload includes off-ratio panel with one-step collapse checks.
6	dyadic_ladder_e0e4	S-0418	15	109	Dyadic evidence payload includes corridor-filament key overlap with slope spread <= 0.01 and decision parity.
6	dyadic_ladder_e0e4	S-0419	12	85	Dyadic evidence payload includes refusal ledger with earliest failing gate per level.
6	dyadic_ladder_e0e4	S-0420	9	64	Dyadic invariant requires CRL/3DL-only evaluation at each level.
6	dyadic_ladder_e0e4	S-0421	7	61	Pre-quantization digits are inadmissible for level decisions.
6	dyadic_ladder_e0e4	S-0422	14	85	Meter set must remain fixed during run and meter-swap invariance must hold per level.
6	dyadic_ladder_e0e4	S-0423	14	73	No phase or amplitude edits at level ell without epsilon > 0 and H < H_c.
6	dyadic_ladder_e0e4	S-0424	12	65	One-snap rule allows at most one phase snap per window per level.
6	dyadic_ladder_e0e4	S-0425	11	63	Any snap resets W_epsilon and restarts horizon H at that level.
6	dyadic_ladder_e0e4	S-0426	9	85	LOW supremacy forbids higher-order survivors without compatible lower-order survival.
6	dyadic_ladder_e0e4	S-0427	6	39	LOW inconsistency yields Theta<RG/LOW>.
6	dyadic_ladder_e0e4	S-0428	9	72	Changing pooling or boundary policy changes tolerance signature version.
6	dyadic_ladder_e0e4	S-0429	5	46	Version change requires full re-certification.
6	dyadic_ladder_e0e4	S-0430	12	81	Dyadic falsifier is no-thinning where high order outruns low order after pooling.
6	dyadic_ladder_e0e4	S-0431	12	78	Dyadic falsifier is decision dependence on admissible meter swap at any level.
6	dyadic_ladder_e0e4	S-0432	10	71	Dyadic falsifier is off-ratio persistence after one dyadic detune step.
6	dyadic_ladder_e0e4	S-0433	11	76	Dyadic falsifier is ungated edits under closed eligibility or hazard breach.
6	dyadic_ladder_e0e4	S-0434	10	65	Dyadic falsifier is cross-level band drift used to preserve pass.
6	dyadic_ladder_e0e4	S-0435	12	87	Dyadic falsifier is corridor key non-overlap across levels without typed Theta witness.
6	dyadic_ladder_e0e4	S-0436	11	83	Any dyadic falsifier triggers Theta at earliest gate and corridor-filament pruning.
6	dyadic_ladder_e0e4	S-0437	17	129	Methods must declare ladder policy including pooled axes, boundary rule, P2 operator, admissible meters, and tolerance signature.
6	dyadic_ladder_e0e4	S-0438	12	73	Methods must quantize hats per level at 3DL and prohibit raw-digit reuse.
6	dyadic_ladder_e0e4	S-0439	14	77	Methods must re-run full GML per level and log actions and early Theta exits.
6	dyadic_ladder_e0e4	S-0440	14	103	Methods must measure thinning and replace higher order with stronger lower-order covers when indicated.
6	dyadic_ladder_e0e4	S-0441	14	88	Methods must run one-step dyadic off-ratio tests per level and log Theta on persistence.
6	dyadic_ladder_e0e4	S-0442	14	109	Methods must publish level table, thinning plot, off-ratio panel, transport-key overlaps, and refusal ledger.
6	dyadic_ladder_e0e4	S-0443	10	70	Dyadic ladder operationalizes E4 RG persistence by x2 zoom-out checks.
6	dyadic_ladder_e0e4	S-0444	9	70	Corridor-only segments that persist up ladder assemble into filaments.
6	dyadic_ladder_e0e4	S-0445	12	61	Corridor to soliton commits must pass at ell+1 level as well.
6	dyadic_ladder_e0e4	S-0446	12	76	Omega-Sieve treats Theta at any level as forbidden cut for future frontiers.
6	dyadic_ladder_e0e4	S-0447	10	66	Forced corridors emerge when only one path survives across levels.
6	dyadic_ladder_e0e4	S-0448	8	73	H-infinity family identity requires multi-level key equivalence receipts.
6	dyadic_ladder_e0e4	S-0449	9	69	Dyadic ladder receipts are required components of H-infinity dossier.
6	dyadic_ladder_e0e4	S-0450	17	109	Dyadic plain-language rule is zoom out by twos and require simple patterns to persist while complexity thins.
6	dyadic_ladder_e0e4	S-0451	11	76	Scale-only effects that fail thinning or persistence are refused with Theta.
6	dyadic_ladder_e0e4	S-0452	14	107	E0-E4 is a five-gate audit stack: Calibration, Vibration, Symmetry, Causal Micro-Nudge, and RG Persistence.
6	dyadic_ladder_e0e4	S-0453	10	81	E0-E4 certifies structure as calibrated, real, symmetric, causal, and persistent.
6	dyadic_ladder_e0e4	S-0454	8	46	Failing any E-gate demotes or voids the claim.
6	dyadic_ladder_e0e4	S-0455	7	50	Passing E0-E2 allows Probe or Primitive reporting.
6	dyadic_ladder_e0e4	S-0456	10	57	Law status requires E3 and E4 passes on held-out windows.
6	dyadic_ladder_e0e4	S-0457	12	84	E0 Calibration builds nulls, fixes gauges and windows, and fits baseline statistics.
6	dyadic_ladder_e0e4	S-0458	5	36	Nothing advances without E0 outputs.
6	dyadic_ladder_e0e4	S-0459	8	60	E0 output includes calibration curves and invariance checks.
6	dyadic_ladder_e0e4	S-0460	9	63	E1 Vibration requires phase evidence to survive amplitude mute.
6	dyadic_ladder_e0e4	S-0461	9	54	E1 requires time reversal to flip only directed terms.
6	dyadic_ladder_e0e4	S-0462	10	94	E2 Symmetry requires invariance under declared permutations, gauges, and re-parameterizations.
6	dyadic_ladder_e0e4	S-0463	6	51	E2 requires leadership invariance under relabeling.
6	dyadic_ladder_e0e4	S-0464	13	94	E3 Causal Micro-Nudge uses randomized plus-minus phase or frequency nudges with sham controls.
6	dyadic_ladder_e0e4	S-0465	17	107	E3 requires positive deltas in DeltaK, Delta epsilon_cap, and DeltaT versus sham with correct lag and sign.
6	dyadic_ladder_e0e4	S-0466	8	54	E3 safety requires epsilon_cap > 0 and |s_f| <= tau_f.
6	dyadic_ladder_e0e4	S-0467	7	41	E4 RG Persistence uses x2 dyadic pooling.
6	dyadic_ladder_e0e4	S-0468	7	58	E4 requires low-order persistence and high-order thinning.
6	dyadic_ladder_e0e4	S-0469	5	36	E4 requires negative thinning slope.
6	dyadic_ladder_e0e4	S-0470	6	55	E4 requires epsilon_stab non-degradation for survivors.
6	dyadic_ladder_e0e4	S-0471	6	45	E4 requires non-inflating zeta for survivors.
6	dyadic_ladder_e0e4	S-0472	18	106	Decision rights map Probe to E0-E1, Primitive to E0-E2, and Law to E0-E4 with persistence and stronger S*.
6	dyadic_ladder_e0e4	S-0473	9	61	E0-E4 motivation is hard gates with typed pass-fail outcomes.
6	dyadic_ladder_e0e4	S-0474	8	58	E0-E4 prevents amplitude illusions through E1 mute checks.
6	dyadic_ladder_e0e4	S-0475	8	54	E0-E4 prevents gauge drift through E2 symmetry checks.
6	dyadic_ladder_e0e4	S-0476	10	65	E0-E4 prevents placebo lifts through E3 sham and lag-sign checks.
6	dyadic_ladder_e0e4	S-0477	8	57	E0-E4 prevents scale collapse through E4 thinning checks.
6	dyadic_ladder_e0e4	S-0478	13	62	Audit pipeline is E0 then E1 then E2 then optional E3 then E4.
6	dyadic_ladder_e0e4	S-0479	7	43	Any fail aborts pipeline with typed reason.
6	dyadic_ladder_e0e4	S-0480	10	51	Default E3 protocol requires N >= 240 and FDR 0.01.
6	dyadic_ladder_e0e4	S-0481	8	52	E4 protocol requires x2 pooling and thinning checks.
6	dyadic_ladder_e0e4	S-0482	11	65	E3 protocol requires split trial with plus, minus, and sham arms.
6	dyadic_ladder_e0e4	S-0483	8	70	E3 protocol requires preregistered endpoints and corridor-safe nudges.
6	dyadic_ladder_e0e4	S-0484	10	80	E4 protocol recomputes K-hat, epsilon_cap, epsilon_stab, and zeta after pooling.
6	dyadic_ladder_e0e4	S-0485	7	50	E4 failure requires demotion and optics re-tuning.
6	dyadic_ladder_e0e4	S-0486	11	69	Controller loop runs spot E1/E2 after frequency and phase operations.
6	dyadic_ladder_e0e4	S-0487	7	54	Controller loop re-runs E1 after amplitude operations.
6	dyadic_ladder_e0e4	S-0488	10	63	Controller loop runs E2 and optional E3 after space operations.
6	dyadic_ladder_e0e4	S-0489	6	41	Controller loop runs E4 before promotion.
6	dyadic_ladder_e0e4	S-0490	13	89	Eligibility wall forbids phase forcing when epsilon_cap equals zero or |s_f| exceeds one.
6	dyadic_ladder_e0e4	S-0491	8	51	Violating eligibility walls voids E1 and E3 claims.
6	dyadic_ladder_e0e4	S-0492	12	83	Mute guard requires accepted locks to retain phase signatures under amplitude mute.
6	dyadic_ladder_e0e4	S-0493	9	80	Symmetry guard requires invariant leadership roster under declared permutations.
6	dyadic_ladder_e0e4	S-0494	12	96	E3 guard requires sham-beating lifts with preregistered lag-sign criteria and safety compliance.
6	dyadic_ladder_e0e4	S-0495	13	86	RG guard requires thinning slope below zero with survivor persistence and stable zeta.
6	dyadic_ladder_e0e4	S-0496	13	89	E0-E4 evidence package includes decision table for Probe Primitive Law rights and duties.
6	dyadic_ladder_e0e4	S-0497	10	79	E0-E4 evidence package includes common failure signatures and prescribed fixes.
6	dyadic_ladder_e0e4	S-0498	5	42	Delta-Report must include E0-E4 checklist.
6	dyadic_ladder_e0e4	S-0499	8	67	Delta-Report must include phase-mute and thinning pre-post figures.
6	dyadic_ladder_e0e4	S-0500	11	86	Delta-Report must include accepted-ratio tables, E3 delta tables, and survivor tables.
6	dyadic_ladder_e0e4	S-0501	10	76	Delta-Report narrative must report null, mechanism, causal, and RG verdicts.
6	dyadic_ladder_e0e4	S-0502	9	62	E1 falsifier is phase evidence vanishing under amplitude mute.
6	dyadic_ladder_e0e4	S-0503	10	67	E2 falsifier is leadership flip under permutation or gauge changes.
6	dyadic_ladder_e0e4	S-0504	15	88	E3 falsifier is lack of on-manifold lift or safety violation or dependence on nonzero m.
6	dyadic_ladder_e0e4	S-0505	11	74	E4 falsifier is integer-thinning break where high order outruns low order.
6	dyadic_ladder_e0e4	S-0506	7	51	E4 falsifier includes zeta inflation for survivors.
6	dyadic_ladder_e0e4	S-0507	15	100	Compared with ad hoc stress tests, E0-E4 has specified inputs metrics thresholds and typed outcomes.
6	dyadic_ladder_e0e4	S-0508	13	94	More data cannot rescue hard E-gate failures without fixing eligibility brittleness or optics.
6	dyadic_ladder_e0e4	S-0509	16	108	Methods must publish E0 calibration quantities including Delta omega Delta t, null CI, and gauge invariance.
6	dyadic_ladder_e0e4	S-0510	9	58	Methods must include E1 mute comparison at current optics.
6	dyadic_ladder_e0e4	S-0511	9	64	Methods must include E2 permutation and gauge invariance proofs.
6	dyadic_ladder_e0e4	S-0512	17	100	Methods must preregister E3 endpoints and run randomized plus-minus nudges with N>=240 and FDR 0.01.
6	dyadic_ladder_e0e4	S-0513	9	53	Methods must report E3 lag structure and sham deltas.
6	dyadic_ladder_e0e4	S-0514	19	126	Methods must run E4 x2 pooling and publish thinning plots, survivor tests, epsilon_stab deltas, zeta deltas, and fail actions.
6	dyadic_ladder_e0e4	S-0515	18	137	E0-E4 plain-language rule is that Law claims require passing calibration, mute reality, symmetry, causal nudge, and zoom-out persistence.
6	dyadic_ladder_e0e4	S-0516	11	79	Failing any E-gate requires demotion with receipts instead of narrative rescue.
6	dyadic_ladder_e0e4	S-0517	12	63	SHR tie-in requires E1/E2 spot checks after F and P operations.
6	dyadic_ladder_e0e4	S-0518	8	50	SHR tie-in requires E1 recheck after A operations.
6	dyadic_ladder_e0e4	S-0519	10	58	SHR tie-in requires E2 and optional E3 after S operations.
6	dyadic_ladder_e0e4	S-0520	6	40	SHR tie-in requires E4 before promotion.
6	dyadic_ladder_e0e4	S-0521	12	80	Escalation ladder L0-L4 maps audit pass states to promotion and retreat signals.
7	transport_pins_hats_receipts	S-1230	8	62	Transport Keys certify portability across meters and contexts.
7	transport_pins_hats_receipts	S-1231	15	97	A Transport Key is a maximal connected region on CRL lattice where certification invariants hold.
7	transport_pins_hats_receipts	S-1232	9	72	Transport Keys require decision invariance under admissible meter swaps.
7	transport_pins_hats_receipts	S-1233	9	60	Transport Keys are reported as half-open intervals per axis.
7	transport_pins_hats_receipts	S-1234	9	75	Transport Keys include uncertainty bands from overlap confidence intervals.
7	transport_pins_hats_receipts	S-1235	9	75	Key equivalence across contexts requires symmetric difference measure zero.
7	transport_pins_hats_receipts	S-1236	8	57	Slope-spread <= 0.01 is mandatory for transport validity.
7	transport_pins_hats_receipts	S-1237	8	58	Slope-spread violations void promotion and route to Theta.
7	transport_pins_hats_receipts	S-1238	14	89	Transport key object is defined on hats coordinates Ahat, Rhat, Qhat inverse, and phihat.
7	transport_pins_hats_receipts	S-1239	12	105	Transport key invariants include Receipts, Mirrors, Transport, Detune, Budgets, Subtractions, and Hazard.
7	transport_pins_hats_receipts	S-1240	10	74	Meter-swap invariance requires through-origin slopes in 1 plus-minus 0.01.
7	transport_pins_hats_receipts	S-1241	10	64	Meter-swap invariance requires R^2 >= 0.95 per admissible meter.
7	transport_pins_hats_receipts	S-1242	9	87	Meter-swap invariance requires identical pass-Theta decisions across admissible meters.
7	transport_pins_hats_receipts	S-1243	12	91	Key mismatch across contexts implies meter or subtraction fault and suspends certification.
7	transport_pins_hats_receipts	S-1244	5	45	Transport Keys operationalize portable truth.
7	transport_pins_hats_receipts	S-1245	9	62	Transport Keys bundle all invariants into single audit shield.
7	transport_pins_hats_receipts	S-1246	5	42	Transport certification uses GML sequence.
7	transport_pins_hats_receipts	S-1247	11	68	Gate phase quantizes hats once at 3DL and fixes tolerance signature.
